station,sample,split,timestamp,value,hasrain,text
USW00012849,17,input,2011-10-12 10:06:00,24.0,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012849, approximately 17.5052 km away, between 2011-10-18 21:07:00 and 2011-10-18 21:15:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 4001000.0 and crop damage of 0.0. Episode Narrative: Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. These conditions were quite favorable for the formation of waterspout and tornadoes. Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. Event Narrative: A strong tornado rated as an EF-2 with maximum estimated winds of 125 mph moved across western portions of Plantation and Sunrise on the evening of October 18th. A total of 136 structures suffered damage, with about 20-25 of these sustaining significant to severe damage. A few mobile homes in the Plantation section of the tornado were destroyed with roof and wall collapse. The tornado intensified as it moved into Sunrise, damaging homes in the New Orleans Homes subdivision. Two concrete block homes sustained significant to total roof loss, and several other homes had significant roof, garage and window damage. Cars were damaged by winds and debris as well as uprooted and sheared trees. ||Most of the damage was in the EF-1 range, except for a two-block area of EF-2 damage in Sunrise at the New Orleans Homes subdivision where the highest winds were noted.||Despite the magnitude and extent of the damage, no major injuries were reported with only a few scrapes and cuts. Federal assistance was approved for residents in the affected area due to the severity and magnitude of the damage. Trees were uprooted and large branches snapped at the Sawgrass Plaza in Sunrise. These winds were probably non-tornadic and likely associated with the rear flank downdraft of the tornado which ripped through the neighborhoods just to the south. Time is estimated based on timing of tornado to the south."
USW00012849,17,input,2011-10-12 11:06:00,24.0,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012849, approximately 17.5052 km away, between 2011-10-18 21:07:00 and 2011-10-18 21:15:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 4001000.0 and crop damage of 0.0. Episode Narrative: Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. These conditions were quite favorable for the formation of waterspout and tornadoes. Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. Event Narrative: A strong tornado rated as an EF-2 with maximum estimated winds of 125 mph moved across western portions of Plantation and Sunrise on the evening of October 18th. A total of 136 structures suffered damage, with about 20-25 of these sustaining significant to severe damage. A few mobile homes in the Plantation section of the tornado were destroyed with roof and wall collapse. The tornado intensified as it moved into Sunrise, damaging homes in the New Orleans Homes subdivision. Two concrete block homes sustained significant to total roof loss, and several other homes had significant roof, garage and window damage. Cars were damaged by winds and debris as well as uprooted and sheared trees. ||Most of the damage was in the EF-1 range, except for a two-block area of EF-2 damage in Sunrise at the New Orleans Homes subdivision where the highest winds were noted.||Despite the magnitude and extent of the damage, no major injuries were reported with only a few scrapes and cuts. Federal assistance was approved for residents in the affected area due to the severity and magnitude of the damage. Trees were uprooted and large branches snapped at the Sawgrass Plaza in Sunrise. These winds were probably non-tornadic and likely associated with the rear flank downdraft of the tornado which ripped through the neighborhoods just to the south. Time is estimated based on timing of tornado to the south."
USW00012849,17,input,2011-10-12 12:06:00,24.0,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012849, approximately 17.5052 km away, between 2011-10-18 21:07:00 and 2011-10-18 21:15:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 4001000.0 and crop damage of 0.0. Episode Narrative: Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. These conditions were quite favorable for the formation of waterspout and tornadoes. Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. Event Narrative: A strong tornado rated as an EF-2 with maximum estimated winds of 125 mph moved across western portions of Plantation and Sunrise on the evening of October 18th. A total of 136 structures suffered damage, with about 20-25 of these sustaining significant to severe damage. A few mobile homes in the Plantation section of the tornado were destroyed with roof and wall collapse. The tornado intensified as it moved into Sunrise, damaging homes in the New Orleans Homes subdivision. Two concrete block homes sustained significant to total roof loss, and several other homes had significant roof, garage and window damage. Cars were damaged by winds and debris as well as uprooted and sheared trees. ||Most of the damage was in the EF-1 range, except for a two-block area of EF-2 damage in Sunrise at the New Orleans Homes subdivision where the highest winds were noted.||Despite the magnitude and extent of the damage, no major injuries were reported with only a few scrapes and cuts. Federal assistance was approved for residents in the affected area due to the severity and magnitude of the damage. Trees were uprooted and large branches snapped at the Sawgrass Plaza in Sunrise. These winds were probably non-tornadic and likely associated with the rear flank downdraft of the tornado which ripped through the neighborhoods just to the south. Time is estimated based on timing of tornado to the south."
USW00012849,17,input,2011-10-12 13:06:00,24.0,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012849, approximately 17.5052 km away, between 2011-10-18 21:07:00 and 2011-10-18 21:15:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 4001000.0 and crop damage of 0.0. Episode Narrative: Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. These conditions were quite favorable for the formation of waterspout and tornadoes. Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. Event Narrative: A strong tornado rated as an EF-2 with maximum estimated winds of 125 mph moved across western portions of Plantation and Sunrise on the evening of October 18th. A total of 136 structures suffered damage, with about 20-25 of these sustaining significant to severe damage. A few mobile homes in the Plantation section of the tornado were destroyed with roof and wall collapse. The tornado intensified as it moved into Sunrise, damaging homes in the New Orleans Homes subdivision. Two concrete block homes sustained significant to total roof loss, and several other homes had significant roof, garage and window damage. Cars were damaged by winds and debris as well as uprooted and sheared trees. ||Most of the damage was in the EF-1 range, except for a two-block area of EF-2 damage in Sunrise at the New Orleans Homes subdivision where the highest winds were noted.||Despite the magnitude and extent of the damage, no major injuries were reported with only a few scrapes and cuts. Federal assistance was approved for residents in the affected area due to the severity and magnitude of the damage. Trees were uprooted and large branches snapped at the Sawgrass Plaza in Sunrise. These winds were probably non-tornadic and likely associated with the rear flank downdraft of the tornado which ripped through the neighborhoods just to the south. Time is estimated based on timing of tornado to the south."
USW00012849,17,input,2011-10-12 14:06:00,24.0,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012849, approximately 17.5052 km away, between 2011-10-18 21:07:00 and 2011-10-18 21:15:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 4001000.0 and crop damage of 0.0. Episode Narrative: Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. These conditions were quite favorable for the formation of waterspout and tornadoes. Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. Event Narrative: A strong tornado rated as an EF-2 with maximum estimated winds of 125 mph moved across western portions of Plantation and Sunrise on the evening of October 18th. A total of 136 structures suffered damage, with about 20-25 of these sustaining significant to severe damage. A few mobile homes in the Plantation section of the tornado were destroyed with roof and wall collapse. The tornado intensified as it moved into Sunrise, damaging homes in the New Orleans Homes subdivision. Two concrete block homes sustained significant to total roof loss, and several other homes had significant roof, garage and window damage. Cars were damaged by winds and debris as well as uprooted and sheared trees. ||Most of the damage was in the EF-1 range, except for a two-block area of EF-2 damage in Sunrise at the New Orleans Homes subdivision where the highest winds were noted.||Despite the magnitude and extent of the damage, no major injuries were reported with only a few scrapes and cuts. Federal assistance was approved for residents in the affected area due to the severity and magnitude of the damage. Trees were uprooted and large branches snapped at the Sawgrass Plaza in Sunrise. These winds were probably non-tornadic and likely associated with the rear flank downdraft of the tornado which ripped through the neighborhoods just to the south. Time is estimated based on timing of tornado to the south."
USW00012849,17,input,2011-10-12 15:06:00,24.0,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012849, approximately 17.5052 km away, between 2011-10-18 21:07:00 and 2011-10-18 21:15:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 4001000.0 and crop damage of 0.0. Episode Narrative: Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. These conditions were quite favorable for the formation of waterspout and tornadoes. Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. Event Narrative: A strong tornado rated as an EF-2 with maximum estimated winds of 125 mph moved across western portions of Plantation and Sunrise on the evening of October 18th. A total of 136 structures suffered damage, with about 20-25 of these sustaining significant to severe damage. A few mobile homes in the Plantation section of the tornado were destroyed with roof and wall collapse. The tornado intensified as it moved into Sunrise, damaging homes in the New Orleans Homes subdivision. Two concrete block homes sustained significant to total roof loss, and several other homes had significant roof, garage and window damage. Cars were damaged by winds and debris as well as uprooted and sheared trees. ||Most of the damage was in the EF-1 range, except for a two-block area of EF-2 damage in Sunrise at the New Orleans Homes subdivision where the highest winds were noted.||Despite the magnitude and extent of the damage, no major injuries were reported with only a few scrapes and cuts. Federal assistance was approved for residents in the affected area due to the severity and magnitude of the damage. Trees were uprooted and large branches snapped at the Sawgrass Plaza in Sunrise. These winds were probably non-tornadic and likely associated with the rear flank downdraft of the tornado which ripped through the neighborhoods just to the south. Time is estimated based on timing of tornado to the south."
USW00012849,17,input,2011-10-12 16:06:00,24.0,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012849, approximately 17.5052 km away, between 2011-10-18 21:07:00 and 2011-10-18 21:15:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 4001000.0 and crop damage of 0.0. Episode Narrative: Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. These conditions were quite favorable for the formation of waterspout and tornadoes. Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. Event Narrative: A strong tornado rated as an EF-2 with maximum estimated winds of 125 mph moved across western portions of Plantation and Sunrise on the evening of October 18th. A total of 136 structures suffered damage, with about 20-25 of these sustaining significant to severe damage. A few mobile homes in the Plantation section of the tornado were destroyed with roof and wall collapse. The tornado intensified as it moved into Sunrise, damaging homes in the New Orleans Homes subdivision. Two concrete block homes sustained significant to total roof loss, and several other homes had significant roof, garage and window damage. Cars were damaged by winds and debris as well as uprooted and sheared trees. ||Most of the damage was in the EF-1 range, except for a two-block area of EF-2 damage in Sunrise at the New Orleans Homes subdivision where the highest winds were noted.||Despite the magnitude and extent of the damage, no major injuries were reported with only a few scrapes and cuts. Federal assistance was approved for residents in the affected area due to the severity and magnitude of the damage. Trees were uprooted and large branches snapped at the Sawgrass Plaza in Sunrise. These winds were probably non-tornadic and likely associated with the rear flank downdraft of the tornado which ripped through the neighborhoods just to the south. Time is estimated based on timing of tornado to the south."
USW00012849,17,input,2011-10-12 17:06:00,24.0,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012849, approximately 17.5052 km away, between 2011-10-18 21:07:00 and 2011-10-18 21:15:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 4001000.0 and crop damage of 0.0. Episode Narrative: Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. These conditions were quite favorable for the formation of waterspout and tornadoes. Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. Event Narrative: A strong tornado rated as an EF-2 with maximum estimated winds of 125 mph moved across western portions of Plantation and Sunrise on the evening of October 18th. A total of 136 structures suffered damage, with about 20-25 of these sustaining significant to severe damage. A few mobile homes in the Plantation section of the tornado were destroyed with roof and wall collapse. The tornado intensified as it moved into Sunrise, damaging homes in the New Orleans Homes subdivision. Two concrete block homes sustained significant to total roof loss, and several other homes had significant roof, garage and window damage. Cars were damaged by winds and debris as well as uprooted and sheared trees. ||Most of the damage was in the EF-1 range, except for a two-block area of EF-2 damage in Sunrise at the New Orleans Homes subdivision where the highest winds were noted.||Despite the magnitude and extent of the damage, no major injuries were reported with only a few scrapes and cuts. Federal assistance was approved for residents in the affected area due to the severity and magnitude of the damage. Trees were uprooted and large branches snapped at the Sawgrass Plaza in Sunrise. These winds were probably non-tornadic and likely associated with the rear flank downdraft of the tornado which ripped through the neighborhoods just to the south. Time is estimated based on timing of tornado to the south."
USW00012849,17,input,2011-10-12 18:06:00,24.0,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012849, approximately 17.5052 km away, between 2011-10-18 21:07:00 and 2011-10-18 21:15:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 4001000.0 and crop damage of 0.0. Episode Narrative: Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. These conditions were quite favorable for the formation of waterspout and tornadoes. Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. Event Narrative: A strong tornado rated as an EF-2 with maximum estimated winds of 125 mph moved across western portions of Plantation and Sunrise on the evening of October 18th. A total of 136 structures suffered damage, with about 20-25 of these sustaining significant to severe damage. A few mobile homes in the Plantation section of the tornado were destroyed with roof and wall collapse. The tornado intensified as it moved into Sunrise, damaging homes in the New Orleans Homes subdivision. Two concrete block homes sustained significant to total roof loss, and several other homes had significant roof, garage and window damage. Cars were damaged by winds and debris as well as uprooted and sheared trees. ||Most of the damage was in the EF-1 range, except for a two-block area of EF-2 damage in Sunrise at the New Orleans Homes subdivision where the highest winds were noted.||Despite the magnitude and extent of the damage, no major injuries were reported with only a few scrapes and cuts. Federal assistance was approved for residents in the affected area due to the severity and magnitude of the damage. Trees were uprooted and large branches snapped at the Sawgrass Plaza in Sunrise. These winds were probably non-tornadic and likely associated with the rear flank downdraft of the tornado which ripped through the neighborhoods just to the south. Time is estimated based on timing of tornado to the south."
USW00012849,17,input,2011-10-12 19:06:00,24.0,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012849, approximately 17.5052 km away, between 2011-10-18 21:07:00 and 2011-10-18 21:15:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 4001000.0 and crop damage of 0.0. Episode Narrative: Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. These conditions were quite favorable for the formation of waterspout and tornadoes. Strong southerly wind flow ahead of low pressure over the Gulf of Mexico created very unstable atmospheric conditions along with high levels of wind shear over South Florida and the adjacent Gulf waters. Event Narrative: A strong tornado rated as an EF-2 with maximum estimated winds of 125 mph moved across western portions of Plantation and Sunrise on the evening of October 18th. A total of 136 structures suffered damage, with about 20-25 of these sustaining significant to severe damage. A few mobile homes in the Plantation section of the tornado were destroyed with roof and wall collapse. The tornado intensified as it moved into Sunrise, damaging homes in the New Orleans Homes subdivision. Two concrete block homes sustained significant to total roof loss, and several other homes had significant roof, garage and window damage. Cars were damaged by winds and debris as well as uprooted and sheared trees. ||Most of the damage was in the EF-1 range, except for a two-block area of EF-2 damage in Sunrise at the New Orleans Homes subdivision where the highest winds were noted.||Despite the magnitude and extent of the damage, no major injuries were reported with only a few scrapes and cuts. Federal assistance was approved for residents in the affected area due to the severity and magnitude of the damage. Trees were uprooted and large branches snapped at the Sawgrass Plaza in Sunrise. These winds were probably non-tornadic and likely associated with the rear flank downdraft of the tornado which ripped through the neighborhoods just to the south. Time is estimated based on timing of tornado to the south."
